,codigo_centro,codigo_titulacion,nombre_titulacion,porcentaje_abandono,numero_abandonos,numero_matriculados,anyo,duracion_carrera
0,1,151,grado en administracion y direccion de empresas,0.374749498997996,187.0,499.0,2021,4.0
1,5,153,grado en biologia,0.0845771144278607,17.0,201.0,2021,4.0
2,18,154,grado en ciencias de la actividad fisica y del deporte,0.08943089430894309,11.0,123.0,2021,4.0
3,20,155,grado en derecho,0.14466546112115733,80.0,553.0,2021,4.0
4,1,156,grado en economia,0.28402366863905326,48.0,169.0,2021,4.0
5,11,157,grado en enfermeria,0.17716535433070865,45.0,254.0,2021,4.0
6,19,158,grado en famarcia,0.0945945945945946,28.0,296.0,2021,4.0
7,16,159,grado en filologia hispanica,0.29457364341085274,38.0,129.0,2021,4.0
8,12,160,grado en filosofia,0.4153846153846154,27.0,65.0,2021,4.0
9,7,161,grado en finanzas y contabilidad,0.5037783375314862,200.0,397.0,2021,5.0
10,6,162,grado en fisica,0.21929824561403508,25.0,114.0,2021,4.0
11,11,163,grado en fisioterapia,0.2,24.0,120.0,2021,4.0
12,4,164,grado en geografia y gestion del territorio,0.4318181818181818,19.0,44.0,2021,4.0
13,4,166,grado en historia,0.2222222222222222,40.0,180.0,2021,4.0
14,4,167,grado en historia del arte,0.36470588235294116,62.0,170.0,2021,4.0
15,17,171,grado en matematicas,0.13013698630136986,19.0,146.0,2021,4.0
16,14,172,grado en medicina,0.0660377358490566,21.0,318.0,2021,4.0
17,10,173,grado en odontologia,0.1935483870967742,18.0,93.0,2021,4.0
18,18,174,grado en pedagogia,0.07894736842105263,12.0,152.0,2021,4.0
19,11,175,grado en podologia,0.32857142857142857,23.0,70.0,2021,6.0
20,13,176,grado en psicologia,0.14232209737827714,38.0,267.0,2021,5.0
21,22,177,grado en quimica,0.1917808219178082,28.0,146.0,2021,4.0
22,8,178,grado en relaciones laborales y recursos humanos,0.20361990950226244,45.0,221.0,2021,4.0
23,7,179,grado en turismo,0.3020833333333333,87.0,288.0,2021,4.0
24,1,180,grado en marketing e investigacion de mercados,0.2846715328467153,39.0,137.0,2021,4.0
25,16,181,grado en estudios arabes e islamicos,0.3333333333333333,6.0,18.0,2021,4.0
26,16,182,grado en estudios franceses,0.3108108108108108,23.0,74.0,2021,4.0
27,16,183,grado en estudios ingleses,0.2602739726027397,38.0,146.0,2021,4.0
28,16,184,grado en filologia clasica,0.55,22.0,40.0,2021,4.0
29,16,185,grado en lengua y literatura alemanas,0.32432432432432434,12.0,37.0,2021,4.0
30,1,186,doble grado en administracion y direccion de empresas y en derecho,0.225,27.0,120.0,2021,4.0
31,20,186,doble grado en administracion y direccion de empresas y en derecho,0.225,27.0,120.0,2021,4.0
32,20,187,doble grado en derecho y gestion y administracion publica,0.2033898305084746,12.0,59.0,2021,4.0
33,4,188,grado en antropologia social y cultural,0.4107142857142857,23.0,56.0,2021,5.0
34,21,190,grado en bellas artes,0.15254237288135594,27.0,177.0,2021,5.0
35,2,192,grado en comunicacion audiovisual,0.0783132530120482,13.0,166.0,2021,5.0
36,21,193,grado en conservacion y restauracion de bienes culturales,0.19047619047619047,12.0,63.0,2021,5.0
37,18,194,grado en educacion infantil,0.04918032786885246,9.0,183.0,2021,5.0
38,18,195,grado en educacion primaria,0.10687022900763359,56.0,524.0,2021,4.0
39,17,196,grado en estadistica,0.061224489795918366,3.0,49.0,2021,4.0
40,45,197,grado en ingenieria aeroespacial,0.1015625,13.0,128.0,2021,4.0
41,9,198,grado en ingenieria agricola,0.37037037037037035,70.0,189.0,2021,4.0
42,45,199,grado en ingenieria de las tecnologias de telecomunicacion,0.3359375,43.0,128.0,2021,4.0
43,23,200,grado en ingenieria electrica,0.5694444444444444,41.0,72.0,2021,4.0
44,23,201,grado en ingenieria electronica industrial,0.43103448275862066,50.0,116.0,2021,4.0
45,23,202,grado en ingenieria en diseño industrial y desarrollo del producto,0.2066115702479339,25.0,121.0,2021,4.0
46,45,203,grado en ingenieria de tecnologias industriales,0.14885496183206107,39.0,262.0,2021,4.0
47,3,204,grado en ingenieria informatica-ingenieria de computadores,0.5689655172413793,66.0,116.0,2021,4.0
48,3,205,grado en ingenieria informatica-ingenieria del software,0.20168067226890757,48.0,238.0,2021,4.0
49,3,206,grado en ingenieria informatica-tecnologias informaticas,0.3660130718954248,56.0,153.0,2021,4.0
50,23,207,grado en ingenieria mecanica,0.319672131147541,39.0,122.0,2021,4.0
51,45,208,grado en ingenieria quimica,0.3559322033898305,21.0,59.0,2021,4.0
52,23,209,grado en ingenieria quimica industrial,0.5161290322580645,32.0,62.0,2021,4.0
53,2,210,grado en periodismo,0.10104529616724739,29.0,287.0,2021,4.0
54,2,211,grado en publicidad y relaciones publicas,0.0979020979020979,14.0,143.0,2021,4.0
55,23,213,doble grado en ingenieria electrica e ingenieria mecanica,0.2,3.0,15.0,2021,4.0
56,23,214,doble grado en ingen diseño indy desarrollo del producto e ing mecanica,0.2608695652173913,6.0,23.0,2021,4.0
57,23,215,doble grado en ingenieria electrica e ingenieria electronica industrial,0.5294117647058824,9.0,17.0,2021,4.0
58,4,216,doble grado en geografia y gestion del territorio e historia,0.4666666666666667,14.0,30.0,2021,4.0
59,14,217,grado en biomedicina basica y experimental,0.15384615384615385,8.0,52.0,2021,4.0
60,20,218,grado en criminologia,0.08333333333333333,5.0,60.0,2021,5.0
61,12,219,grado en estudios de asia oriental por la us y uma,0.2631578947368421,15.0,57.0,2021,5.0
62,7,220,doble grado en finanzas y contabilidad y relac laborales y recurs humanos,0.29411764705882354,15.0,51.0,2021,5.0
63,8,220,doble grado en finanzas y contabilidad y relac laborales y recurs humanos,0.29411764705882354,15.0,51.0,2021,5.0
64,45,221,grado en ingenieria de la energia por la us y uma,0.4262295081967213,26.0,61.0,2021,4.0
65,6,222,grado en ingenieria de materiales,0.2765957446808511,13.0,47.0,2021,4.0
66,19,223,grado en optica y optometria,0.1,6.0,60.0,2021,4.0
67,5,224,grado en bioquimica por la us y uma,0.16666666666666666,10.0,60.0,2021,5.0
68,45,225,grado en ingenieria civil,0.5806451612903226,36.0,62.0,2021,5.0
69,3,226,grado en ingenieria de la salud por la uma y us,0.21311475409836064,13.0,61.0,2021,5.0
70,45,227,grado en ingenieria de organizacion industrial por la uma y us,0.11594202898550725,8.0,69.0,2021,5.0
71,45,228,grado en ingenieria electronica robotica y mecatronica (uma-us),0.14666666666666667,11.0,75.0,2021,5.0
72,7,229,doble grado en derecho y en finanzas y contabilidad,0.40816326530612246,20.0,49.0,2021,5.0
73,20,229,doble grado en derecho y en finanzas y contabilidad,0.40816326530612246,20.0,49.0,2021,5.0
74,19,230,doble grado en farmacia y en optica y optometria ,0.15,3.0,20.0,2021,5.0
75,6,231,doble grado en fisica y en ingenieria de materiales,0.30434782608695654,7.0,23.0,2021,5.0
76,6,232,doble grado en quimica y en ingenieria de materiales,0.125,2.0,16.0,2021,4.0
77,22,232,doble grado en quimica y en ingenieria de materiales,0.125,2.0,16.0,2021,4.0
78,15,233,grado en fundamentos de arquitectura,0.20618556701030927,60.0,291.0,2021,4.0
79,1,234,doble grado en derecho y en economia,0.24390243902439024,10.0,41.0,2021,4.0
80,20,234,doble grado en derecho y en economia,0.24390243902439024,10.0,41.0,2021,4.0
81,16,235,doble grado en lengua y literatura alemanas y en educacion primaria,0.3,3.0,10.0,2021,4.0
82,18,235,doble grado en lengua y literatura alemanas y en educacion primaria,0.3,3.0,10.0,2021,4.0
83,16,238,doble grado en educacion primaria y estudios franceses,0.2222222222222222,2.0,9.0,2021,4.0
84,18,238,doble grado en educacion primaria y estudios franceses,0.2222222222222222,2.0,9.0,2021,5.0
85,16,239,doble grado en filologia clasica y filologia hispanica,0.6190476190476191,13.0,21.0,2021,5.0
86,6,240,doble grado en fisica y matematicas,0.19047619047619047,4.0,21.0,2021,5.0
87,17,240,doble grado en fisica y matematicas,0.18181818181818182,4.0,22.0,2021,5.0
88,17,241,doble grado en matematicas y estadistica,0.08695652173913043,2.0,23.0,2021,6.0
89,4,242,grado en arqueologia por la ugr uja y us,0.14634146341463414,6.0,41.0,2021,5.0
90,2,243,doble grado en periodismo y comunicacion audiovisual (2016),0.4166666666666667,10.0,24.0,2021,5.0
91,98,244,grado en edificacion,0.41025641025641024,32.0,78.0,2021,5.0
92,11,245,doble grado en fisioterapia y ciencias de la actividad fisica y del deporte,0.2,5.0,25.0,2021,5.0
93,18,245,doble grado en fisioterapia y ciencias de la actividad fisica y del deporte,0.19230769230769232,5.0,26.0,2021,5.0
94,9,246,doble grado en ingenieria agricola (us) y grado ciencias ambientales (upo),0.0,0.0,27.0,2021,5.0
95,2,m036,mu en comunicacion y cultura,0.04,1.0,25.0,2021,5.0
96,302,m037,mu en artes del espectaculo vivo,0.35,7.0,20.0,2021,5.0
97,302,m039,mu en estudios de genero y desarrollo profesional,0.10714285714285714,3.0,28.0,2021,5.0
98,15,m040,mu en peritacion y reparacion de edificios,0.1,2.0,20.0,2021,5.0
99,13,m041,mu en psicologia de las organizaciones y del trabajo,0.125,4.0,32.0,2021,5.0
100,15,m043,mu en urbanismo planeamiento y diseño urbano,0.3333333333333333,6.0,18.0,2021,5.0
101,302,m044,mu en profesorado de eso y bachillerato fp y eidiomas,0.051224944320712694,23.0,449.0,2021,5.0
102,18,m049,mu en actividad fisica y calidad de vida de personas adul,0.1,3.0,30.0,2021,5.0
103,4,m050,mu en arqueologia por la us y ugr,0.12903225806451613,4.0,31.0,2021,5.0
104,15,m051,mu en arquitectura y patrimonio historico,0.09090909090909091,4.0,44.0,2021,5.0
105,21,m052,mu en arte: idea y produccion,0.037037037037037035,1.0,27.0,2021,4.0
106,302,m056,mu en ciencia y tecnologia de nuevos materiales,0.22727272727272727,5.0,22.0,2021,4.0
107,20,m061,mu en derecho constitucional,0.13043478260869565,3.0,23.0,2021,1.0
108,20,m062,mu en derecho publico,0.10526315789473684,2.0,19.0,2021,1.0
109,7,m063,mu en direccion y planificacion del turismo,0.1,3.0,30.0,2021,1.0
110,18,m064,mu en direccion evaluacion y calidad de las instituc de for,0.07142857142857142,2.0,28.0,2021,1.0
111,4,m067,mu en documentos y libros archivos y bibliotecas,0.02564102564102564,1.0,39.0,2021,2.0
112,1,m068,mu en economia y desarrollo,0.3333333333333333,8.0,24.0,2021,1.0
113,16,m070,muen enseñanza del español como lengua extranjera y otras lengmod,0.03333333333333333,1.0,30.0,2021,1.0
114,2,m071,mu en escritura creativa,0.038461538461538464,1.0,26.0,2021,1.0
115,13,m073,mu en estudios avanzados en cerebro y conducta,0.047619047619047616,1.0,21.0,2021,1.0
116,22,m075,mu en estudios avanzados en quimica,0.05263157894736842,1.0,19.0,2021,1.0
117,16,m076,mu en estudios hispanicos superiores,0.2413793103448276,7.0,29.0,2021,1.0
118,6,m082,mu en fisica nuclear,0.26666666666666666,4.0,15.0,2021,1.0
119,302,m083,mu en fisiologia y neurociencia,0.17391304347826086,4.0,23.0,2021,1.0
120,1,m085,mu en gestion estrategica y negocios internacionales,0.1724137931034483,5.0,29.0,2021,1.0
121,98,m086,mu en gestion integral de la edificacion,0.15384615384615385,2.0,13.0,2021,1.0
122,3,m095,mu en logica computacion e inteligencia artificial,0.23076923076923078,6.0,26.0,2021,1.0
123,6,m099,mu en microelectronica: diseño y aplicaciones de sistemas,0.37037037037037035,10.0,27.0,2021,1.0
124,11,m100,mu en nuevas tendencias asistenciales en cc de la salud,0.08333333333333333,3.0,36.0,2021,1.0
125,4,m103,mu en patrimonio artistico andaluz y su proyeccion iberoameric,0.13333333333333333,4.0,30.0,2021,1.0
126,13,m104,mu en psicologia de la educacion avances en intervencion,0.0,0.0,35.0,2021,1.0
127,13,m105,mu en psicologia de la intervencion social y comunitaria,0.11428571428571428,4.0,35.0,2021,2.0
128,20,m106,mu en relaciones juridicas-privadas,0.17647058823529413,3.0,17.0,2021,1.0
129,98,m107,mu en seguridad integral en edificacion,0.10714285714285714,3.0,28.0,2021,1.0
130,23,m108,muen seguridad integral en la industria y prevencion riesgos laborales,0.08333333333333333,3.0,36.0,2021,1.0
131,2,m114,mu en comunicacion institucional y politica,0.1,4.0,40.0,2021,1.0
132,12,m115,mu en filosofia y cultura moderna,0.0967741935483871,3.0,31.0,2021,1.0
133,4,m117,mu en antropologia: gestion de la diversidad cultural el paty el des,0.16666666666666666,4.0,24.0,2021,1.0
134,4,m121,mu en estudios americanos,0.14814814814814814,4.0,27.0,2021,1.0
135,20,m122,mu en abogacia,0.012048192771084338,1.0,83.0,2021,1.0
136,20,m123,mu en asesoria juridico-mercantil fiscal y laboral,0.07692307692307693,2.0,26.0,2021,1.0
137,8,m125,mu en consultoria laboral,0.038461538461538464,1.0,26.0,2021,1.0
138,14,m127,mu en investigacion medica: clinica y experimental,0.2857142857142857,8.0,28.0,2021,1.0
139,20,m129,doble muen abogacia y asesoria juridico-mercantil fiscal y laboral,0.0,0.0,10.0,2021,1.0
140,20,m130,doble master universitario en abogacia y derecho publico,0.0,0.0,9.0,2021,1.0
141,13,m133,muen migraciones internacionales salud y bienestar: mod y est de inter,0.0,0.0,24.0,2021,1.0
142,19,m134,mu en especializacion profesional en farmacia,0.125,6.0,48.0,2021,1.0
143,4,m135,mu en estudios historicos avanzados,0.25,10.0,40.0,2021,1.0
144,5,m136,mu en biologia avanzada: investigacion y aplicacion,0.07692307692307693,2.0,26.0,2021,1.0
145,16,m137,mu en estudios lingüisticos literarios y culturales,0.01694915254237288,1.0,59.0,2021,1.0
146,18,m138,mu en psicopedagogia,0.017241379310344827,1.0,58.0,2021,1.0
147,20,m140,doble master universitario en abogacia y relaciones juridico-privadas,0.0,0.0,9.0,2021,2.0
148,13,m141,mu en psicologia general sanitaria,0.0,0.0,41.0,2021,1.0
149,45,m142,mu en ingenieria de telecomunicacion,0.14285714285714285,1.0,7.0,2021,1.0
150,45,m143,mu en ingenieria aeronautica,0.08333333333333333,4.0,48.0,2021,1.0
151,45,m146,mu en ingenieria industrial,0.056910569105691054,7.0,123.0,2021,2.0
152,23,m148,mu en tecnologia e industria alimentaria,0.06896551724137931,2.0,29.0,2021,2.0
153,302,m149,mu en sistemas inteligentes en energia y transporte (us y uma),0.0,0.0,17.0,2021,1.0
154,9,m150,mu en ingenieria agronomica,0.058823529411764705,2.0,34.0,2021,1.0
155,16,m151,doble mu en est hispanicos superiores y profde eso y bachillerato fp y,0.05263157894736842,1.0,19.0,2021,1.0
156,302,m151,doble mu en est hispanicos superiores y profde eso y bachillerato fp y,0.05263157894736842,1.0,19.0,2021,1.0
157,12,m152,doble mu en filosofia y cultura moderna y profde eso y bachillerato fp,0.0,0.0,21.0,2021,1.0
158,302,m152,doble mu en filosofia y cultura moderna y profde eso y bachillerato fp,0.0,0.0,21.0,2021,1.0
159,15,m153,mu en arquitectura,0.06172839506172839,10.0,162.0,2021,2.0
160,1,m154,mu en auditoria y contabilidad superior,0.13043478260869565,3.0,23.0,2021,2.0
161,45,m155,mu en diseño avanzado en ingenieria mecanica,0.35,7.0,20.0,2021,2.0
162,18,m156,mu en formacion y orientacion para el trabajo,0.0,0.0,28.0,2021,2.0
163,302,m157,mu en genetica molecular y biotecnologia,0.034482758620689655,1.0,29.0,2021,2.0
164,4,m158,mu en gestion del territorio instrumentos y tecnicas de intervenc,0.17647058823529413,3.0,17.0,2021,1.0
165,45,m160,mu en ingenieria electronica robotica y automatica,0.06451612903225806,2.0,31.0,2021,2.0
166,302,m161,mu en investigacion biomedica,0.12244897959183673,6.0,49.0,2021,2.0
167,17,m162,mu en matematicas,0.1,3.0,30.0,2021,1.0
168,45,m163,mu en organizacion industrial y gestion de empresas,0.08823529411764706,3.0,34.0,2021,1.0
169,45,m164,mu en sistemas de energia electrica,0.24,6.0,25.0,2021,1.0
170,45,m165,mu en sistemas de energia termica,0.2857142857142857,4.0,14.0,2021,1.0
171,15,m166,mu en ciudad y arquitectura sostenibles,0.1,2.0,20.0,2021,1.0
172,10,m168,mu en odontologia medico-quirurgica e integral,0.0,0.0,20.0,2021,1.0
173,15,m169,mu en innovacion en arquitectura: tecnologia y diseño (2016),0.3333333333333333,4.0,12.0,2021,1.0
174,16,m170,doble muen profesorado de eso y bachillerato fp y ei y en estlingüis,0.6,12.0,20.0,2021,1.0
175,302,m170,doble muen profesorado de eso y bachillerato fp y ei y en estlingüis,0.6,12.0,20.0,2021,1.0
176,302,m171,mu en estudios europeos (2017),0.21428571428571427,6.0,28.0,2021,2.0
177,10,m172,mu en odontologia restauradora estetica y funcional,0.05263157894736842,1.0,19.0,2021,1.0
178,1,m174,mu en estudios avanzados en direccion de empresas (2017),0.15384615384615385,4.0,26.0,2021,1.0
179,16,m175,mu en traduccion e interculturalidad (2017),0.05405405405405406,2.0,37.0,2021,1.0
180,17,m176,doble mu profesorado educsecundobligy bach fp y ei y en matematicas,0.06666666666666667,1.0,15.0,2021,1.0
181,302,m176,doble mu profesorado educsecundobligy bach fp y ei y en matematicas,0.06666666666666667,1.0,15.0,2021,1.0
182,8,m177,mu en gestion y desarrollo de recursos humanos,0.12121212121212122,4.0,33.0,2021,1.0
183,23,m178,mu en diseño e ingenieria de producte instalacinden entornos plm y bim,0.11764705882352941,2.0,17.0,2021,1.0
184,302,m179,muen ingenieria del software: cloud datos y gestion de las tecnologias,0.23529411764705882,8.0,34.0,2021,1.0
185,3,m180,mu en ingenieria informatica,0.36666666666666664,11.0,30.0,2021,1.0
186,45,m181,mu en ingenieria quimica,0.16,4.0,25.0,2021,1.0
187,1,m182,mu en consultoria economica y analisis aplicado (2018),0.15,3.0,20.0,2021,1.0
188,45,m183,mu en ingenieria ambiental (2018),0.058823529411764705,1.0,17.0,2021,1.0
189,2,m184,mu en guion narrativa y creatividad audiovisual,0.07142857142857142,2.0,28.0,2021,1.0
190,10,m185,mu en odontologia infantil,0.0,0.0,19.0,2021,2.0
191,20,m186,mu en derecho penal y ciencias criminales,0.12121212121212122,4.0,33.0,2021,2.0
192,8,m187,mu en ciencias del trabajo,0.08695652173913043,2.0,23.0,2021,2.0
193,3,m188,mu en ingenieria biomedica y salud digital,0.21428571428571427,6.0,28.0,2021,2.0
194,13,m189,mu en intervencion y mediacion familiar,0.0,0.0,28.0,2021,1.0
195,45,m190,mu en ingenieria de caminos canales y puertos (2019),0.12903225806451613,4.0,31.0,2021,1.0
196,7,m201,mu en direccion financiera,0.14285714285714285,3.0,21.0,2021,2.0
197,18,m202,mu en necesidades educativas especiales y atencion a la diversidad en la escuela,0.0,0.0,29.0,2021,1.0
198,26,526,grado en enfermeria,0.17105263157894737,13.0,76.0,2021,1.0
199,28,527,grado en enfermeria   ,0.15,12.0,80.0,2021,1.0
200,28,528,grado en finanzas y contabilidad ,0.2631578947368421,5.0,19.0,2021,1.0
201,28,529,grado en relaciones laborales y recursos humanos  ,0.2608695652173913,6.0,23.0,2021,1.0
202,148,531,grado en enfermeria   ,0.04411764705882353,3.0,68.0,2021,1.0
203,38,532,grado en turismo  ,0.17647058823529413,3.0,17.0,2021,4.0
204,38,537,grado en publicidad y relaciones publicas  ,0.0,0.0,49.0,2021,4.0
205,38,538,grado en periodismo  ,0.0,0.0,31.0,2021,4.0
206,38,539,grado en comunicacion audiovisual  ,0.0,0.0,54.0,2021,4.0
207,28,541,grado en educacion primaria ,0.0,0.0,52.0,2021,4.0
208,28,542,grado en fisioterapia  ,0.0,0.0,64.0,2021,4.0
209,28,543,doble grado en finanzas y contabilidad y relac laborales y recurs humanos,0.5,3.0,6.0,2021,4.0
210,28,544,grado en educacion infantil    ,0.0,0.0,50.0,2021,4.0
211,38,550,doble grado en periodismo y comunicacion audiovisual (2016),0.625,5.0,8.0,2021,4.0
212,28,m547,mu en profesorado de eso bachiller fp y enseñanzas de idiomas  ,0.03260869565217391,3.0,92.0,2021,
213,1,151,grado en administracion y direccion de empresas,0.38742393509127787,191.0,493.0,2020,4.0
214,5,153,grado en biologia,0.19597989949748743,39.0,199.0,2020,4.0
215,18,154,grado en ciencias de la actividad fisica y del deporte,0.07894736842105263,6.0,76.0,2020,4.0
216,20,155,grado en derecho,0.14414414414414414,80.0,555.0,2020,4.0
217,1,156,grado en economia,0.391025641025641,61.0,156.0,2020,4.0
218,11,157,grado en enfermeria,0.2550607287449393,63.0,247.0,2020,4.0
219,19,158,grado en famarcia,0.1134020618556701,33.0,291.0,2020,5.0
220,16,159,grado en filologia hispanica,0.3828125,49.0,128.0,2020,4.0
221,12,160,grado en filosofia,0.22388059701492538,15.0,67.0,2020,4.0
222,7,161,grado en finanzas y contabilidad,0.5121359223300971,211.0,412.0,2020,4.0
223,6,162,grado en fisica,0.32727272727272727,36.0,110.0,2020,4.0
224,11,163,grado en fisioterapia,0.25,25.0,100.0,2020,4.0
225,4,164,grado en geografia y gestion del territorio,0.3225806451612903,20.0,62.0,2020,4.0
226,4,166,grado en historia,0.30357142857142855,51.0,168.0,2020,4.0
227,4,167,grado en historia del arte,0.41040462427745666,71.0,173.0,2020,4.0
228,17,171,grado en matematicas,0.2413793103448276,35.0,145.0,2020,4.0
229,14,172,grado en medicina,0.07228915662650602,24.0,332.0,2020,6.0
230,10,173,grado en odontologia,0.2087912087912088,19.0,91.0,2020,5.0
231,18,174,grado en pedagogia,0.15384615384615385,24.0,156.0,2020,4.0
232,11,175,grado en podologia,0.21428571428571427,15.0,70.0,2020,4.0
233,13,176,grado en psicologia,0.13307984790874525,35.0,263.0,2020,4.0
234,22,177,grado en quimica,0.2866666666666667,43.0,150.0,2020,4.0
235,8,178,grado en relaciones laborales y recursos humanos,0.22321428571428573,50.0,224.0,2020,4.0
236,7,179,grado en turismo,0.32142857142857145,90.0,280.0,2020,4.0
237,1,180,grado en marketing e investigacion de mercados,0.2366412213740458,31.0,131.0,2020,4.0
238,16,181,grado en estudios arabes e islamicos,0.25,6.0,24.0,2020,4.0
239,16,182,grado en estudios franceses,0.36619718309859156,26.0,71.0,2020,4.0
240,16,183,grado en estudios ingleses,0.2585034013605442,38.0,147.0,2020,4.0
241,16,184,grado en filologia clasica,0.5348837209302325,23.0,43.0,2020,4.0
242,16,185,grado en lengua y literatura alemanas,0.40816326530612246,20.0,49.0,2020,4.0
243,1,186,doble grado en administracion y direccion de empresas y en derecho,0.2672413793103448,31.0,116.0,2020,5.0
244,20,186,doble grado en administracion y direccion de empresas y en derecho,0.2672413793103448,31.0,116.0,2020,5.0
245,20,187,doble grado en derecho y gestion y administracion publica,0.296875,19.0,64.0,2020,5.0
246,4,188,grado en antropologia social y cultural,0.31746031746031744,20.0,63.0,2020,4.0
247,21,190,grado en bellas artes,0.17297297297297298,32.0,185.0,2020,4.0
248,2,192,grado en comunicacion audiovisual,0.12337662337662338,19.0,154.0,2020,4.0
249,21,193,grado en conservacion y restauracion de bienes culturales,0.3114754098360656,19.0,61.0,2020,4.0
250,18,194,grado en educacion infantil,0.02717391304347826,5.0,184.0,2020,4.0
251,18,195,grado en educacion primaria,0.0703125,36.0,512.0,2020,4.0
252,17,196,grado en estadistica,0.13953488372093023,6.0,43.0,2020,4.0
253,45,197,grado en ingenieria aeroespacial,0.15503875968992248,20.0,129.0,2020,4.0
254,9,198,grado en ingenieria agricola,0.49056603773584906,104.0,212.0,2020,4.0
255,45,199,grado en ingenieria de las tecnologias de telecomunicacion,0.24603174603174602,31.0,126.0,2020,4.0
256,23,200,grado en ingenieria electrica,0.49295774647887325,35.0,71.0,2020,4.0
257,23,201,grado en ingenieria electronica industrial,0.5925925925925926,64.0,108.0,2020,4.0
258,23,202,grado en ingenieria en diseño industrial y desarrollo del producto,0.21929824561403508,25.0,114.0,2020,4.0
259,45,203,grado en ingenieria de tecnologias industriales,0.23193916349809887,61.0,263.0,2020,4.0
260,3,204,grado en ingenieria informatica-ingenieria de computadores,0.6333333333333333,76.0,120.0,2020,4.0
261,3,205,grado en ingenieria informatica-ingenieria del software,0.31983805668016196,79.0,247.0,2020,4.0
262,3,206,grado en ingenieria informatica-tecnologias informaticas,0.4484848484848485,74.0,165.0,2020,4.0
263,23,207,grado en ingenieria mecanica,0.39166666666666666,47.0,120.0,2020,4.0
264,45,208,grado en ingenieria quimica,0.25,15.0,60.0,2020,4.0
265,23,209,grado en ingenieria quimica industrial,0.4307692307692308,28.0,65.0,2020,4.0
266,2,210,grado en periodismo,0.125,35.0,280.0,2020,4.0
267,2,211,grado en publicidad y relaciones publicas,0.11188811188811189,16.0,143.0,2020,4.0
268,23,213,doble grado en ingenieria electrica e ingenieria mecanica,0.4375,7.0,16.0,2020,5.0
269,23,214,doble grado en ingen diseño indy desarrollo del producto e ing mecanica,0.5909090909090909,13.0,22.0,2020,5.0
270,23,215,doble grado en ingenieria electrica e ingenieria electronica industrial,0.26666666666666666,4.0,15.0,2020,5.0
271,4,216,doble grado en geografia y gestion del territorio e historia,0.5357142857142857,15.0,28.0,2020,5.0
272,14,217,grado en biomedicina basica y experimental,0.1,5.0,50.0,2020,4.0
273,20,218,grado en criminologia,0.12903225806451613,8.0,62.0,2020,4.0
274,12,219,grado en estudios de asia oriental por la us y uma,0.09433962264150944,5.0,53.0,2020,4.0
275,7,220,doble grado en finanzas y contabilidad y relac laborales y recurs humanos,0.4807692307692308,25.0,52.0,2020,5.0
276,8,220,doble grado en finanzas y contabilidad y relac laborales y recurs humanos,0.4807692307692308,25.0,52.0,2020,5.0
277,45,221,grado en ingenieria de la energia por la us y uma,0.38461538461538464,25.0,65.0,2020,4.0
278,6,222,grado en ingenieria de materiales,0.175,7.0,40.0,2020,4.0
279,19,223,grado en optica y optometria,0.11290322580645161,7.0,62.0,2020,4.0
280,5,224,grado en bioquimica por la us y uma,0.05555555555555555,3.0,54.0,2020,4.0
281,45,225,grado en ingenieria civil,0.5294117647058824,36.0,68.0,2020,4.0
282,3,226,grado en ingenieria de la salud por la uma y us,0.15151515151515152,10.0,66.0,2020,4.0
283,45,227,grado en ingenieria de organizacion industrial por la uma y us,0.07142857142857142,5.0,70.0,2020,4.0
284,45,228,grado en ingenieria electronica robotica y mecatronica (uma-us),0.15384615384615385,10.0,65.0,2020,4.0
285,7,229,doble grado en derecho y en finanzas y contabilidad,0.24,12.0,50.0,2020,5.0
286,20,229,doble grado en derecho y en finanzas y contabilidad,0.24,12.0,50.0,2020,5.0
287,19,230,doble grado en farmacia y en optica y optometria ,0.14285714285714285,3.0,21.0,2020,6.0
288,6,231,doble grado en fisica y en ingenieria de materiales,0.3333333333333333,7.0,21.0,2020,5.0
289,6,232,doble grado en quimica y en ingenieria de materiales,0.17647058823529413,3.0,17.0,2020,5.0
290,22,232,doble grado en quimica y en ingenieria de materiales,0.17647058823529413,3.0,17.0,2020,5.0
291,15,233,grado en fundamentos de arquitectura,0.21428571428571427,63.0,294.0,2020,5.0
292,1,234,doble grado en derecho y en economia,0.275,11.0,40.0,2020,5.0
293,20,234,doble grado en derecho y en economia,0.275,11.0,40.0,2020,5.0
294,16,235,doble grado en lengua y literatura alemanas y en educacion primaria,0.2727272727272727,3.0,11.0,2020,5.0
295,18,235,doble grado en lengua y literatura alemanas y en educacion primaria,0.2727272727272727,3.0,11.0,2020,5.0
296,16,238,doble grado en educacion primaria y estudios franceses,0.8181818181818182,9.0,11.0,2020,5.0
297,18,238,doble grado en educacion primaria y estudios franceses,0.8181818181818182,9.0,11.0,2020,5.0
298,16,239,doble grado en filologia clasica y filologia hispanica,0.631578947368421,12.0,19.0,2020,5.0
299,6,240,doble grado en fisica y matematicas,0.19047619047619047,4.0,21.0,2020,5.0
300,17,240,doble grado en fisica y matematicas,0.19047619047619047,4.0,21.0,2020,5.0
301,17,241,doble grado en matematicas y estadistica,0.14285714285714285,3.0,21.0,2020,5.0
302,4,242,grado en arqueologia por la ugr uja y us,0.3,12.0,40.0,2020,4.0
303,98,244,grado en edificacion,0.4020618556701031,39.0,97.0,2020,4.0
